,date,SCAN_N,DEX1,DEX2,rams2x,rams2z,initial_load_volts,initial_load_newtons,initial_screw,final_load_volts,final_load_newtons,final_screw,ome_start_req,ome_end_req,nframes_req,ome_start_real,ome_end_real,nframes_real,step_real,count_time,load_step,MECHTEST_CYCLE_NUM,foil_in,det,junkstart,goodstart,ramsx,ramsz,scan_type
3,2023-11-13 22:29:34,241,,,,,-1,-50.6341,-15.1743,-1,-49.6942,-15.1743,270,360,360,269.999,359.923,360,0.249788,4.0,0,1,0,retiga,38236.0,38240.0,-1.83105e-07,-0.2375,
4,2023-11-13 22:56:24,242,,,,,-1,-49.6942,-15.1743,-1,-48.7543,-15.1743,0,90,360,-0.000635593,89.9231,360,0.249788,4.0,0,1,0,retiga,38602.0,38606.0,-1.83105e-07,-0.1425,
5,2023-11-13 23:21:59,243,,,,,-1,-48.441,-15.1743,-1,-50.6341,-15.1743,90,180,360,89.9994,179.923,360,0.249788,4.0,0,1,0,retiga,38968.0,38972.0,-1.83105e-07,-0.1425,
6,2023-11-13 23:47:35,244,,,,,-1,-50.6341,-15.1743,-1,-50.6341,-15.1743,180,270,360,179.999,269.923,360,0.249788,4.0,0,1,0,retiga,39334.0,39338.0,-1.83105e-07,-0.1425,
7,2023-11-14 00:13:11,245,,,,,-1,-50.3208,-15.1743,-1,-50.0075,-15.1743,270,360,360,269.999,359.923,360,0.249788,4.0,0,1,0,retiga,39700.0,39704.0,-1.83105e-07,-0.1425,
8,2023-11-14 00:40:00,246,,,,,-1,-50.0075,-15.1743,-1,-48.7543,-15.1743,0,90,360,-0.000635593,89.9231,360,0.249788,4.0,0,1,0,retiga,40066.0,40070.0,-1.83105e-07,-0.0475,
9,2023-11-14 01:05:36,247,,,,,-1,-48.441,-15.1743,-1,-50.3208,-15.1743,90,180,360,89.9994,179.923,360,0.249788,4.0,0,1,0,retiga,40432.0,40436.0,-1.83105e-07,-0.0475,
10,2023-11-14 01:31:12,248,,,,,-1,-50.3208,-15.1743,-1,-50.9475,-15.1743,180,270,360,179.999,269.923,360,0.249788,4.0,0,1,0,retiga,40798.0,40802.0,-1.83105e-07,-0.0475,
11,2023-11-14 01:56:47,249,,,,,-1,-50.6341,-15.1743,-1,-50.0075,-15.1743,270,360,360,269.999,359.923,360,0.249788,4.0,0,1,0,retiga,41164.0,41168.0,-1.83105e-07,-0.0475,
12,2023-11-14 02:23:37,250,,,,,-1,-50.0075,-15.1743,-1,-49.0676,-15.1743,0,90,360,-0.000635593,89.9231,360,0.249788,4.0,0,1,0,retiga,41530.0,41534.0,-1.83105e-07,0.0475,
13,2023-11-14 02:49:13,251,,,,,-1,-48.7543,-15.1743,-1,-50.3208,-15.1743,90,180,360,89.9994,179.923,360,0.249788,4.0,0,1,0,retiga,41896.0,41900.0,-1.83105e-07,0.0475,
14,2023-11-14 03:14:48,252,,,,,-1,-50.6341,-15.1743,-1,-50.6341,-15.1743,180,270,360,179.999,269.923,360,0.249788,4.0,0,1,0,retiga,42262.0,42266.0,-1.83105e-07,0.0475,
0,2023-11-14 06:03:09,1,474.0,474.0,-1.83105e-07,-0.35,-1,-3.95095,-15.1526,-1,-4.57757,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
1,2023-11-14 06:10:51,2,475.0,475.0,-1.83105e-07,-0.25,-1,-4.57757,-15.1526,-1,-4.89088,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
2,2023-11-14 06:18:37,3,476.0,476.0,-1.83105e-07,-0.15,-1,-4.57757,-15.1526,-1,-4.89088,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
3,2023-11-14 06:26:20,4,477.0,477.0,-1.83105e-07,-0.05,-1,-4.57757,-15.1526,-1,-4.89088,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
4,2023-11-14 06:34:09,5,478.0,478.0,-1.83105e-07,0.05,-1,-4.89088,-15.1526,-1,-4.89088,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
5,2023-11-14 06:42:04,6,479.0,479.0,-1.83105e-07,0.15,-1,-4.89088,-15.1526,-1,-4.57757,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
6,2023-11-14 06:49:47,7,480.0,480.0,-1.83105e-07,0.25,-1,-5.20419,-15.1526,-1,-4.89088,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
7,2023-11-14 07:05:13,9,482.0,482.0,-1.83105e-07,0.35,-1,-4.89088,-15.1526,-1,-5.20419,-15.1526,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
